img,label,FrameID,Timestamp,Pred_Class,Domain,Video
images/p4_12.12_100518-101118_12_17_f000087_s0000176.jpg,In-Car,87,3.480,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 100518-101118/12月17日.mp4
images/p4_12.12_234035-000435_12_18_f000103_s0000264.jpg,Other,103,4.120,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 234035-000435/12月18日.mp4
images/p4_12.12_091525-094535_12_17_1_f000323_s0000144.jpg,Other,323,12.920,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 091525-094535/12月17日(1).mp4
images/p4_12.11_140844-143544_12_17_1_f000501_s0000088.jpg,Forward,501,20.040,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.11 140844-143544/12月17日(1).mp4
images/p4_12.12_161823-164523_12_17_1_f000692_s0000200.jpg,Forward,692,27.680,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 161823-164523/12月17日(1).mp4
images/p4_12.11_092128-094645_12_17_f000704_s0000056.jpg,Forward,704,28.160,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.11 092128-094645/12月17日.mp4
images/p4_12.13_135310-141023_12_18_1_f000713_s0000288.jpg,,713,28.520,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.13 135310-141023/12月18日(1).mp4
images/p4_12.11_084828-091828_12_17_1_f000919_s0000032.jpg,Forward,919,36.760,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.11 084828-091828/12月17日(1).mp4
images/p4_12.12_100518-101118_12_17_f001059_s0000177.jpg,Forward,1059,42.360,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 100518-101118/12月17日.mp4
images/p4_12.12_100518-101118_12_17_f001194_s0000178.jpg,Forward,1194,47.760,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 100518-101118/12月17日.mp4
images/p4_12.13_135310-141023_12_18_1_f001286_s0000289.jpg,,1286,51.440,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.13 135310-141023/12月18日(1).mp4
images/p4_12.07_150508-153508_12_17_f001309_s0000000.jpg,In-Car,1309,52.360,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.07 150508-153508/12月17日.mp4
images/p4_12.12_161823-164523_12_17_1_f001383_s0000201.jpg,Forward,1383,55.320,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 161823-164523/12月17日(1).mp4
images/p4_12.11_140844-143544_12_17_1_f001713_s0000089.jpg,In-Car,1713,68.520,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.11 140844-143544/12月17日(1).mp4
images/p4_12.11_092128-094645_12_17_f001742_s0000057.jpg,Forward,1742,69.680,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.11 092128-094645/12月17日.mp4
images/p4_12.11_163909-170909_12_17_f001754_s0000120.jpg,In-Car,1754,70.160,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.11 163909-170909/12月17日.mp4
images/p4_12.07_150508-153508_12_17_f001768_s0000001.jpg,In-Car,1768,70.720,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.07 150508-153508/12月17日.mp4
images/p4_12.13_135310-141023_12_18_1_f002111_s0000290.jpg,,2111,84.440,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.13 135310-141023/12月18日(1).mp4
images/p4_12.12_100518-101118_12_17_f002231_s0000179.jpg,In-Car,2231,89.240,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 100518-101118/12月17日.mp4
images/p4_12.12_091525-094535_12_17_1_f002292_s0000145.jpg,Non-Forward,2292,91.680,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 091525-094535/12月17日(1).mp4
images/p4_12.12_100518-101118_12_17_f002376_s0000180.jpg,Forward,2376,95.040,,p4,data/natural_driving/p4/剪辑好的视频/第一批/12.12 100518-101118/12月17日.mp4
